product_id,product_name,category,unit_price,stock_level,product_launch_date,supplier_id
P2330,Beef Steak 1 L #33,Meat & Seafood,9.81,741,2023-02-13,S016
P2331,Chicken Breast 32 oz #34,Meat & Seafood,13.41,1526,2022-03-16,S015
P2332,Ground Beef 12 oz #34,Meat & Seafood,11.39,1826,2023-08-05,S012
P2333,Pork Chops 12 oz #34,Meat & Seafood,18.94,558,2020-07-29,S002
P2334,Salmon Fillet 12 oz #34,Meat & Seafood,17.03,761,2020-10-11,S014
P2335,Shrimp 16 oz #34,Meat & Seafood,6.85,1582,2020-06-29,S012
P2336,Turkey Breast 12 oz #34,Meat & Seafood,16.87,1509,2023-01-05,S002
P2337,Bacon 12 oz #34,Meat & Seafood,7.41,198,2020-03-29,S010
P2338,Sausage 500 ml #34,Meat & Seafood,4.28,1354,2021-11-05,S013
P2339,Tilapia 16 oz #34,Meat & Seafood,7.59,1294,2020-12-14,S015
P2340,Beef Steak 1 L #34,Meat & Seafood,5.04,403,2021-10-15,S019
P2341,Chicken Breast 500 ml #35,Meat & Seafood,18.09,1015,2022-04-26,S004
P2342,Ground Beef 2 lb #35,Meat & Seafood,11.87,1078,2021-05-07,S016
P2343,Pork Chops 1 L #35,Meat & Seafood,19.60,1596,2021-10-21,S016
P2344,Salmon Fillet 1 L #35,Meat & Seafood,6.84,706,2021-06-24,S003
P2345,Shrimp 500 ml #35,Meat & Seafood,9.00,1425,2021-05-11,S007
P2346,Turkey Breast 1 lb #35,Meat & Seafood,14.81,223,2020-06-02,S007
P2347,Bacon 1 lb #35,Meat & Seafood,3.22,1776,2021-03-18,S013
P2348,Sausage 32 oz #35,Meat & Seafood,6.19,527,2020-08-02,S019
P2349,Tilapia 1 L #35,Meat & Seafood,15.95,741,2022-11-18,S010
P2350,Beef Steak 16 oz #35,Meat & Seafood,15.04,1836,2023-09-04,S017
P2351,Chicken Breast 16 oz #36,Meat & Seafood,4.80,1977,2020-09-23,S012
P2352,Ground Beef 1 L #36,Meat & Seafood,9.55,1370,2022-07-15,S017
P2353,Pork Chops 16 oz #36,Meat & Seafood,6.45,240,2022-03-30,S009
P2354,Salmon Fillet 32 oz #36,Meat & Seafood,10.19,1881,2023-11-06,S019
P2355,Shrimp 1 lb #36,Meat & Seafood,14.02,1894,2020-10-28,S004
P2356,Turkey Breast 12 oz #36,Meat & Seafood,15.67,1931,2021-05-07,S015
P2357,Bacon 1 lb #36,Meat & Seafood,6.18,1455,2020-02-28,S017
P2358,Sausage 12 oz #36,Meat & Seafood,10.69,1998,2021-06-27,S018
P2359,Tilapia 16 oz #36,Meat & Seafood,4.43,408,2022-06-02,S013
P2360,Beef Steak 32 oz #36,Meat & Seafood,11.54,208,2022-11-06,S015
P2361,Chicken Breast 12 oz #37,Meat & Seafood,7.63,1428,2020-07-19,S013
P2362,Ground Beef 16 oz #37,Meat & Seafood,15.44,702,2022-05-15,S007
P2363,Pork Chops 32 oz #37,Meat & Seafood,9.85,1184,2023-05-01,S020
P2364,Salmon Fillet 12 oz #37,Meat & Seafood,11.39,1495,2022-06-06,S002
P2365,Shrimp 16 oz #37,Meat & Seafood,13.99,335,2020-08-15,S002
P2366,Turkey Breast 32 oz #37,Meat & Seafood,18.22,588,2023-03-24,S003
P2367,Bacon 16 oz #37,Meat & Seafood,12.05,1907,2021-07-18,S020
P2368,Sausage 1 lb #37,Meat & Seafood,14.89,904,2022-04-08,S004
P2369,Tilapia 32 oz #37,Meat & Seafood,6.74,1114,2023-11-17,S007
P2370,Beef Steak 32 oz #37,Meat & Seafood,5.91,1404,2021-02-20,S010
P2371,Chicken Breast 500 ml #38,Meat & Seafood,15.00,106,2021-08-12,S004
P2372,Ground Beef 2 lb #38,Meat & Seafood,6.15,1076,2023-12-05,S010
P2373,Pork Chops 16 oz #38,Meat & Seafood,17.49,448,2023-11-09,S011
P2374,Salmon Fillet 16 oz #38,Meat & Seafood,14.58,780,2020-12-07,S015
P2375,Shrimp 500 ml #38,Meat & Seafood,5.41,1071,2020-01-27,S014
P2376,Turkey Breast 32 oz #38,Meat & Seafood,8.68,1904,2020-12-29,S003
P2377,Bacon 2 lb #38,Meat & Seafood,5.90,821,2020-01-20,S016
P2378,Sausage 1 L #38,Meat & Seafood,12.91,606,2022-09-27,S016
P2379,Tilapia 2 lb #38,Meat & Seafood,4.86,1492,2020-02-05,S010
P2380,Beef Steak 2 lb #38,Meat & Seafood,17.20,442,2022-12-11,S005
P2381,Chicken Breast 32 oz #39,Meat & Seafood,16.18,1746,2020-07-23,S011
P2382,Ground Beef 2 lb #39,Meat & Seafood,10.69,627,2021-12-19,S016
P2383,Pork Chops 12 oz #39,Meat & Seafood,7.31,1795,2022-07-28,S012
P2384,Salmon Fillet 2 lb #39,Meat & Seafood,8.12,1686,2021-11-14,S020
P2385,Shrimp 500 ml #39,Meat & Seafood,11.23,1163,2021-07-06,S001
P2386,Turkey Breast 1 L #39,Meat & Seafood,5.51,551,2022-04-20,S005
P2387,Bacon 16 oz #39,Meat & Seafood,9.07,1282,2020-03-04,S014
P2388,Sausage 16 oz #39,Meat & Seafood,9.11,1985,2020-07-01,S013
P2389,Tilapia 500 ml #39,Meat & Seafood,13.86,1490,2021-07-14,S018
P2390,Beef Steak 2 lb #39,Meat & Seafood,18.29,458,2022-07-09,S009
P2391,Chicken Breast 32 oz #40,Meat & Seafood,18.48,900,2021-12-15,S019
P2392,Ground Beef 32 oz #40,Meat & Seafood,10.09,490,2021-07-19,S002
P2393,Pork Chops 32 oz #40,Meat & Seafood,12.85,1808,2023-12-08,S020
P2394,Salmon Fillet 2 lb #40,Meat & Seafood,5.09,1723,2022-07-20,S012
P2395,Shrimp 1 lb #40,Meat & Seafood,7.90,1998,2020-01-18,S005
P2396,Turkey Breast 2 lb #40,Meat & Seafood,10.93,693,2020-11-03,S020
P2397,Bacon 32 oz #40,Meat & Seafood,12.49,1097,2020-11-29,S010
P2398,Sausage 12 oz #40,Meat & Seafood,4.10,1029,2021-08-26,S002
P2399,Tilapia 12 oz #40,Meat & Seafood,6.69,208,2023-04-29,S016
P2400,Beef Steak 32 oz #40,Meat & Seafood,8.20,1452,2022-05-31,S001
P2401,Chicken Breast 32 oz #41,Meat & Seafood,3.85,1899,2020-10-09,S010
P2402,Ground Beef 500 ml #41,Meat & Seafood,16.35,1674,2022-10-25,S018
P2403,Pork Chops 500 ml #41,Meat & Seafood,5.64,654,2020-06-25,S005
P2404,Salmon Fillet 1 lb #41,Meat & Seafood,19.93,1298,2021-02-06,S003
P2405,Shrimp 1 lb #41,Meat & Seafood,7.94,826,2020-03-06,S008
P2406,Turkey Breast 1 lb #41,Meat & Seafood,16.80,965,2023-07-28,S013
P2407,Bacon 32 oz #41,Meat & Seafood,19.44,1984,2020-07-19,S010
P2408,Sausage 2 lb #41,Meat & Seafood,13.15,992,2020-12-20,S011
P2409,Tilapia 500 ml #41,Meat & Seafood,16.67,1672,2020-10-12,S007
P2410,Beef Steak 2 lb #41,Meat & Seafood,7.25,508,2022-05-02,S010
P2411,Chicken Breast 2 lb #42,Meat & Seafood,8.18,1998,2021-08-31,S015
P2412,Ground Beef 1 L #42,Meat & Seafood,12.28,1893,2022-02-08,S014
P2413,Pork Chops 1 lb #42,Meat & Seafood,4.63,1521,2022-12-14,S011
P2414,Salmon Fillet 500 ml #42,Meat & Seafood,11.56,832,2023-11-04,S015
P2415,Shrimp 1 lb #42,Meat & Seafood,9.02,940,2022-08-13,S015
P2416,Turkey Breast 12 oz #42,Meat & Seafood,3.47,1670,2023-02-18,S014
P2417,Bacon 2 lb #42,Meat & Seafood,4.50,1957,2020-10-14,S010
P2418,Sausage 2 lb #42,Meat & Seafood,16.37,864,2023-04-03,S005
P2419,Tilapia 32 oz #42,Meat & Seafood,13.56,209,2023-03-04,S013
P2420,Beef Steak 12 oz #42,Meat & Seafood,5.14,1047,2023-10-04,S017
P2421,Chicken Breast 12 oz #43,Meat & Seafood,10.82,212,2020-04-21,S009
P2422,Ground Beef 12 oz #43,Meat & Seafood,17.11,782,2023-08-23,S020
P2423,Pork Chops 2 lb #43,Meat & Seafood,4.66,1086,2021-08-18,S011
P2424,Salmon Fillet 500 ml #43,Meat & Seafood,17.69,1297,2020-09-05,S017
P2425,Shrimp 500 ml #43,Meat & Seafood,15.57,519,2020-04-18,S017
P2426,Turkey Breast 16 oz #43,Meat & Seafood,5.45,557,2022-10-11,S005
P2427,Bacon 500 ml #43,Meat & Seafood,8.12,113,2021-09-28,S016
P2428,Sausage 12 oz #43,Meat & Seafood,13.60,237,2021-02-15,S001
P2429,Tilapia 2 lb #43,Meat & Seafood,5.60,298,2020-09-04,S008
P2430,Beef Steak 12 oz #43,Meat & Seafood,6.47,1805,2022-08-28,S017
P2431,Chicken Breast 12 oz #44,Meat & Seafood,10.54,714,2020-04-23,S013
P2432,Ground Beef 1 L #44,Meat & Seafood,11.22,581,2021-01-11,S018
P2433,Pork Chops 500 ml #44,Meat & Seafood,7.42,999,2023-06-08,S020
P2434,Salmon Fillet 500 ml #44,Meat & Seafood,5.09,144,2020-10-26,S006
P2435,Shrimp 16 oz #44,Meat & Seafood,5.41,449,2023-09-08,S017
P2436,Turkey Breast 16 oz #44,Meat & Seafood,15.61,1075,2023-01-24,S016
P2437,Bacon 12 oz #44,Meat & Seafood,7.93,1305,2023-09-29,S016
P2438,Sausage 1 lb #44,Meat & Seafood,9.24,890,2021-07-17,S004
P2439,Tilapia 16 oz #44,Meat & Seafood,10.89,157,2022-05-20,S010
P2440,Beef Steak 1 lb #44,Meat & Seafood,10.77,122,2023-03-01,S019
P2441,Chicken Breast 500 ml #45,Meat & Seafood,8.15,1929,2023-08-14,S020
P2442,Ground Beef 16 oz #45,Meat & Seafood,10.56,1058,2021-12-27,S015
P2443,Pork Chops 32 oz #45,Meat & Seafood,7.71,1125,2020-11-20,S017
P2444,Salmon Fillet 2 lb #45,Meat & Seafood,6.58,899,2023-12-17,S017
P2445,Shrimp 16 oz #45,Meat & Seafood,4.07,820,2023-09-05,S019
P2446,Turkey Breast 32 oz #45,Meat & Seafood,8.77,1707,2020-10-13,S010
P2447,Bacon 1 L #45,Meat & Seafood,18.70,1421,2020-05-19,S016
P2448,Sausage 2 lb #45,Meat & Seafood,9.40,1449,2022-08-24,S006
P2449,Tilapia 1 L #45,Meat & Seafood,12.79,1449,2022-11-04,S017
P2450,Beef Steak 32 oz #45,Meat & Seafood,7.41,1305,2023-11-30,S019
P2451,Chicken Breast 1 L #46,Meat & Seafood,8.92,926,2023-06-18,S003
P2452,Ground Beef 16 oz #46,Meat & Seafood,3.76,297,2020-11-21,S004
P2453,Pork Chops 1 lb #46,Meat & Seafood,11.49,762,2023-10-23,S008
P2454,Salmon Fillet 12 oz #46,Meat & Seafood,19.68,1942,2021-04-29,S006
P2455,Shrimp 1 L #46,Meat & Seafood,15.38,960,2022-02-25,S003
P2456,Turkey Breast 12 oz #46,Meat & Seafood,4.05,176,2021-05-27,S003
P2457,Bacon 2 lb #46,Meat & Seafood,10.51,1392,2022-02-05,S001
P2458,Sausage 12 oz #46,Meat & Seafood,18.70,1530,2021-10-19,S015
P2459,Tilapia 2 lb #46,Meat & Seafood,9.42,1239,2023-07-29,S007
P2460,Beef Steak 1 lb #46,Meat & Seafood,6.33,1490,2022-10-02,S010
P2461,Chicken Breast 1 lb #47,Meat & Seafood,6.83,1766,2020-11-27,S017
P2462,Ground Beef 12 oz #47,Meat & Seafood,16.75,1292,2021-01-28,S001
P2463,Pork Chops 12 oz #47,Meat & Seafood,13.69,516,2023-10-01,S002
P2464,Salmon Fillet 32 oz #47,Meat & Seafood,16.77,1685,2020-01-11,S014
P2465,Shrimp 32 oz #47,Meat & Seafood,12.66,479,2020-05-27,S017
P2466,Turkey Breast 2 lb #47,Meat & Seafood,11.43,1794,2021-02-28,S016
P2467,Bacon 2 lb #47,Meat & Seafood,11.51,1942,2021-12-31,S018
P2468,Sausage 1 lb #47,Meat & Seafood,17.51,975,2020-05-17,S013
P2469,Tilapia 12 oz #47,Meat & Seafood,17.86,360,2023-03-11,S017
P2470,Beef Steak 1 lb #47,Meat & Seafood,8.07,572,2020-08-29,S002
P2471,Chicken Breast 12 oz #48,Meat & Seafood,13.23,558,2021-11-08,S010
P2472,Ground Beef 1 lb #48,Meat & Seafood,18.68,1540,2021-05-29,S012
P2473,Pork Chops 32 oz #48,Meat & Seafood,4.16,253,2020-11-19,S018
P2474,Salmon Fillet 2 lb #48,Meat & Seafood,12.78,1124,2022-11-26,S010
P2475,Shrimp 2 lb #48,Meat & Seafood,9.79,1528,2020-04-26,S004
P2476,Turkey Breast 500 ml #48,Meat & Seafood,12.91,161,2021-06-22,S002
P2477,Bacon 16 oz #48,Meat & Seafood,8.75,785,2021-06-18,S002
P2478,Sausage 1 L #48,Meat & Seafood,5.37,1602,2023-01-25,S011
P2479,Tilapia 12 oz #48,Meat & Seafood,18.71,582,2023-09-20,S016
P2480,Beef Steak 2 lb #48,Meat & Seafood,4.24,1539,2023-02-28,S002
P2481,Chicken Breast 1 lb #49,Meat & Seafood,8.88,1325,2020-05-24,S020
P2482,Ground Beef 1 lb #49,Meat & Seafood,18.80,365,2023-02-03,S009
P2483,Pork Chops 12 oz #49,Meat & Seafood,15.30,1117,2020-08-01,S017
P2484,Salmon Fillet 1 lb #49,Meat & Seafood,6.83,1078,2021-12-18,S010
P2485,Shrimp 12 oz #49,Meat & Seafood,16.29,213,2021-04-11,S001
P2486,Turkey Breast 2 lb #49,Meat & Seafood,16.15,1345,2021-02-05,S013
P2487,Bacon 2 lb #49,Meat & Seafood,14.59,1087,2020-02-07,S002
P2488,Sausage 500 ml #49,Meat & Seafood,9.58,356,2022-02-11,S014
P2489,Tilapia 16 oz #49,Meat & Seafood,14.92,336,2023-01-30,S015
P2490,Beef Steak 32 oz #49,Meat & Seafood,5.01,820,2023-06-14,S007
P2491,Chicken Breast 16 oz #50,Meat & Seafood,8.83,575,2020-04-28,S003
P2492,Ground Beef 1 lb #50,Meat & Seafood,13.01,1630,2021-04-10,S018
P2493,Pork Chops 1 L #50,Meat & Seafood,12.66,1574,2020-01-31,S008
P2494,Salmon Fillet 12 oz #50,Meat & Seafood,16.81,359,2020-06-05,S015
P2495,Shrimp 32 oz #50,Meat & Seafood,6.07,816,2020-03-30,S020
P2496,Turkey Breast 32 oz #50,Meat & Seafood,14.14,365,2021-05-15,S020
P2497,Bacon 12 oz #50,Meat & Seafood,9.76,1444,2023-09-08,S003
P2498,Sausage 16 oz #50,Meat & Seafood,4.30,1113,2023-01-18,S012
P2499,Tilapia 1 lb #50,Meat & Seafood,18.26,1560,2021-03-27,S010
P2500,Beef Steak 32 oz #50,Meat & Seafood,19.00,1879,2023-02-03,S008
P2501,Sourdough Bread 32 oz,Bakery,6.21,1529,2021-07-01,S018
P2502,Bagels 32 oz,Bakery,6.03,1944,2020-04-20,S014
P2503,Croissants 1 lb,Bakery,7.64,672,2023-06-27,S003
P2504,Whole Wheat Bread 1 L,Bakery,3.63,1166,2020-10-07,S008
P2505,Muffins 16 oz,Bakery,4.44,351,2023-02-06,S012
P2506,Pita Bread 12 oz,Bakery,7.80,581,2020-10-17,S015
P2507,Brioche Buns 12 oz,Bakery,7.20,143,2022-07-18,S016
P2508,Tortillas 32 oz,Bakery,8.69,1304,2021-07-07,S013
P2509,Sourdough Bread 12 oz #2,Bakery,4.40,671,2020-06-22,S020
P2510,Bagels 1 L #2,Bakery,5.07,883,2020-02-08,S013
P2511,Croissants 16 oz #2,Bakery,5.55,876,2021-04-04,S006
P2512,Whole Wheat Bread 12 oz #2,Bakery,7.28,1452,2022-12-26,S010
P2513,Muffins 12 oz #2,Bakery,2.25,1963,2021-12-13,S020
P2514,Pita Bread 1 L #2,Bakery,8.04,1958,2021-11-19,S009
P2515,Brioche Buns 16 oz #2,Bakery,8.48,1650,2023-04-25,S001
P2516,Tortillas 1 lb #2,Bakery,4.73,1873,2023-06-26,S014
P2517,Sourdough Bread 1 L #3,Bakery,8.26,323,2020-04-26,S018
P2518,Bagels 32 oz #3,Bakery,5.10,1858,2023-10-20,S018
P2519,Croissants 500 ml #3,Bakery,5.71,1263,2023-03-18,S017
P2520,Whole Wheat Bread 1 lb #3,Bakery,4.08,1627,2022-02-19,S008
P2521,Muffins 32 oz #3,Bakery,3.05,1737,2020-02-01,S009
P2522,Pita Bread 1 L #3,Bakery,2.68,1211,2021-05-26,S010
P2523,Brioche Buns 12 oz #3,Bakery,4.70,1360,2022-03-19,S009
P2524,Tortillas 32 oz #3,Bakery,4.89,1702,2023-09-12,S020
P2525,Sourdough Bread 2 lb #4,Bakery,2.10,1453,2021-09-20,S011
P2526,Bagels 1 lb #4,Bakery,8.69,1047,2021-01-01,S001
P2527,Croissants 12 oz #4,Bakery,5.52,834,2022-08-13,S016
P2528,Whole Wheat Bread 16 oz #4,Bakery,7.10,936,2023-02-13,S002
P2529,Muffins 32 oz #4,Bakery,6.64,1937,2020-06-11,S020
P2530,Pita Bread 1 lb #4,Bakery,6.41,468,2020-05-11,S009
P2531,Brioche Buns 32 oz #4,Bakery,8.13,1879,2021-07-19,S016
P2532,Tortillas 16 oz #4,Bakery,3.02,400,2023-07-14,S020
P2533,Sourdough Bread 12 oz #5,Bakery,7.25,1440,2021-04-21,S002
P2534,Bagels 1 L #5,Bakery,3.47,1001,2022-11-03,S019
P2535,Croissants 500 ml #5,Bakery,4.54,566,2023-02-07,S002
P2536,Whole Wheat Bread 32 oz #5,Bakery,9.61,133,2021-06-14,S012
P2537,Muffins 2 lb #5,Bakery,6.32,580,2020-04-01,S012
P2538,Pita Bread 1 lb #5,Bakery,2.87,331,2022-11-04,S017
P2539,Brioche Buns 32 oz #5,Bakery,2.62,1268,2021-02-21,S012
P2540,Tortillas 1 lb #5,Bakery,8.63,246,2023-10-26,S014
P2541,Sourdough Bread 12 oz #6,Bakery,9.01,768,2020-10-20,S020
P2542,Bagels 1 lb #6,Bakery,8.31,1937,2021-11-17,S012
P2543,Croissants 2 lb #6,Bakery,5.77,163,2021-08-25,S006
P2544,Whole Wheat Bread 16 oz #6,Bakery,4.95,1967,2021-08-18,S019
P2545,Muffins 16 oz #6,Bakery,2.20,1754,2023-06-01,S011
P2546,Pita Bread 1 L #6,Bakery,6.09,1290,2022-11-06,S012
P2547,Brioche Buns 1 L #6,Bakery,9.52,1293,2022-02-14,S002
P2548,Tortillas 1 lb #6,Bakery,7.26,1661,2020-11-03,S003
P2549,Sourdough Bread 2 lb #7,Bakery,9.64,1131,2021-04-04,S019
P2550,Bagels 2 lb #7,Bakery,7.04,1601,2022-05-06,S004
P2551,Croissants 1 L #7,Bakery,8.78,205,2022-12-16,S020
P2552,Whole Wheat Bread 2 lb #7,Bakery,5.78,1003,2022-12-10,S011
P2553,Muffins 32 oz #7,Bakery,4.15,1965,2023-03-24,S008
P2554,Pita Bread 16 oz #7,Bakery,4.63,1033,2022-01-11,S011
P2555,Brioche Buns 500 ml #7,Bakery,7.99,593,2020-08-24,S015
P2556,Tortillas 32 oz #7,Bakery,7.86,263,2022-04-19,S012
P2557,Sourdough Bread 32 oz #8,Bakery,6.48,1438,2020-06-05,S016
P2558,Bagels 1 L #8,Bakery,6.84,957,2022-07-08,S008
P2559,Croissants 2 lb #8,Bakery,6.55,601,2020-09-13,S014
P2560,Whole Wheat Bread 16 oz #8,Bakery,7.39,1340,2023-09-25,S009
P2561,Muffins 32 oz #8,Bakery,8.37,341,2021-11-30,S003
P2562,Pita Bread 16 oz #8,Bakery,5.27,1279,2022-10-31,S016
P2563,Brioche Buns 16 oz #8,Bakery,7.06,1894,2021-02-09,S015
P2564,Tortillas 1 lb #8,Bakery,2.12,639,2020-09-04,S018
P2565,Sourdough Bread 500 ml #9,Bakery,7.69,306,2022-08-20,S005
P2566,Bagels 12 oz #9,Bakery,8.96,1513,2022-06-02,S006
P2567,Croissants 2 lb #9,Bakery,9.92,1875,2020-09-28,S017
P2568,Whole Wheat Bread 32 oz #9,Bakery,9.35,361,2022-05-14,S013
P2569,Muffins 500 ml #9,Bakery,7.58,700,2021-05-09,S004
P2570,Pita Bread 2 lb #9,Bakery,4.69,1346,2021-11-20,S020
P2571,Brioche Buns 12 oz #9,Bakery,2.86,1612,2020-04-02,S012
P2572,Tortillas 500 ml #9,Bakery,9.60,1021,2022-04-17,S014
P2573,Sourdough Bread 500 ml #10,Bakery,4.31,375,2022-09-04,S006
P2574,Bagels 1 L #10,Bakery,7.79,1143,2023-04-22,S003
P2575,Croissants 2 lb #10,Bakery,3.22,1314,2020-01-16,S012
P2576,Whole Wheat Bread 1 lb #10,Bakery,7.39,756,2022-07-17,S015
P2577,Muffins 32 oz #10,Bakery,3.41,1683,2023-04-19,S004
P2578,Pita Bread 32 oz #10,Bakery,3.86,198,2022-10-07,S019
P2579,Brioche Buns 2 lb #10,Bakery,6.14,1140,2022-12-11,S014
P2580,Tortillas 32 oz #10,Bakery,4.28,1650,2022-02-25,S006
P2581,Sourdough Bread 1 L #11,Bakery,9.63,1604,2020-03-26,S007
P2582,Bagels 2 lb #11,Bakery,5.44,1901,2021-07-23,S020
P2583,Croissants 32 oz #11,Bakery,4.51,439,2021-12-12,S004
P2584,Whole Wheat Bread 1 lb #11,Bakery,4.30,558,2022-09-23,S006
P2585,Muffins 2 lb #11,Bakery,4.31,1643,2021-06-15,S004
P2586,Pita Bread 32 oz #11,Bakery,9.40,388,2023-09-26,S004
P2587,Brioche Buns 1 L #11,Bakery,3.65,445,2022-11-07,S001
P2588,Tortillas 2 lb #11,Bakery,6.79,1201,2020-03-22,S007
P2589,Sourdough Bread 32 oz #12,Bakery,2.05,516,2020-02-22,S010
P2590,Bagels 1 lb #12,Bakery,9.53,1599,2023-03-15,S015
P2591,Croissants 32 oz #12,Bakery,6.17,1980,2022-07-18,S004
P2592,Whole Wheat Bread 1 lb #12,Bakery,7.73,1920,2020-09-02,S014
P2593,Muffins 1 L #12,Bakery,5.95,380,2020-06-26,S009
P2594,Pita Bread 32 oz #12,Bakery,7.85,1745,2020-08-26,S003
P2595,Brioche Buns 500 ml #12,Bakery,7.95,252,2021-03-31,S011
P2596,Tortillas 32 oz #12,Bakery,3.25,1028,2021-11-17,S017
P2597,Sourdough Bread 500 ml #13,Bakery,7.38,1508,2020-05-31,S011
P2598,Bagels 1 lb #13,Bakery,9.14,305,2020-03-19,S017
P2599,Croissants 500 ml #13,Bakery,4.54,1815,2023-02-17,S002
P2600,Whole Wheat Bread 12 oz #13,Bakery,9.59,603,2023-07-08,S005
P2601,Muffins 500 ml #13,Bakery,6.69,500,2021-03-26,S009
P2602,Pita Bread 1 L #13,Bakery,5.76,483,2022-09-19,S016
P2603,Brioche Buns 500 ml #13,Bakery,4.26,1893,2021-02-10,S003
P2604,Tortillas 12 oz #13,Bakery,9.61,989,2021-03-14,S003
P2605,Sourdough Bread 16 oz #14,Bakery,5.93,1554,2023-06-05,S006
P2606,Bagels 32 oz #14,Bakery,2.31,1356,2023-11-09,S013
P2607,Croissants 500 ml #14,Bakery,7.05,814,2021-04-25,S016
P2608,Whole Wheat Bread 32 oz #14,Bakery,6.24,1821,2021-01-03,S008
P2609,Muffins 1 lb #14,Bakery,9.00,1103,2023-09-30,S013
P2610,Pita Bread 1 lb #14,Bakery,6.78,705,2023-01-17,S004
P2611,Brioche Buns 1 lb #14,Bakery,3.75,1015,2021-08-11,S011
P2612,Tortillas 12 oz #14,Bakery,3.98,460,2022-05-20,S015
P2613,Sourdough Bread 12 oz #15,Bakery,9.65,811,2023-09-14,S013
P2614,Bagels 1 L #15,Bakery,7.64,1748,2022-09-17,S016
P2615,Croissants 16 oz #15,Bakery,6.81,159,2023-11-08,S010
P2616,Whole Wheat Bread 1 L #15,Bakery,4.14,1703,2021-03-16,S014
P2617,Muffins 32 oz #15,Bakery,2.49,1482,2021-10-23,S011
P2618,Pita Bread 1 lb #15,Bakery,5.29,916,2022-06-24,S009
P2619,Brioche Buns 1 lb #15,Bakery,9.30,1591,2021-07-03,S008
P2620,Tortillas 32 oz #15,Bakery,4.72,1016,2020-04-03,S014
P2621,Sourdough Bread 2 lb #16,Bakery,3.77,522,2020-12-07,S004
P2622,Bagels 2 lb #16,Bakery,9.58,775,2023-06-10,S005
P2623,Croissants 500 ml #16,Bakery,6.84,143,2020-02-10,S013
P2624,Whole Wheat Bread 32 oz #16,Bakery,2.72,1968,2023-12-14,S012
P2625,Muffins 12 oz #16,Bakery,8.13,1441,2023-02-06,S002
P2626,Pita Bread 2 lb #16,Bakery,6.15,506,2022-01-11,S006
P2627,Brioche Buns 1 L #16,Bakery,8.71,1570,2022-03-21,S008
P2628,Tortillas 32 oz #16,Bakery,4.32,778,2020-11-26,S014
P2629,Sourdough Bread 12 oz #17,Bakery,3.72,173,2021-05-24,S001
P2630,Bagels 12 oz #17,Bakery,8.04,1127,2022-12-14,S013
P2631,Croissants 16 oz #17,Bakery,8.33,679,2020-03-27,S010
P2632,Whole Wheat Bread 1 L #17,Bakery,2.19,1509,2023-07-17,S008
P2633,Muffins 1 L #17,Bakery,2.27,1705,2020-09-10,S013
P2634,Pita Bread 1 L #17,Bakery,7.24,1616,2020-09-25,S009
P2635,Brioche Buns 12 oz #17,Bakery,8.90,1133,2020-06-05,S014
P2636,Tortillas 2 lb #17,Bakery,2.16,1982,2023-01-14,S005
P2637,Sourdough Bread 1 L #18,Bakery,2.76,901,2023-04-19,S007
P2638,Bagels 1 L #18,Bakery,8.65,762,2021-10-01,S014
P2639,Croissants 32 oz #18,Bakery,6.10,661,2020-02-17,S015
P2640,Whole Wheat Bread 500 ml #18,Bakery,3.62,1280,2021-06-25,S016
P2641,Muffins 12 oz #18,Bakery,5.01,555,2022-05-29,S014
P2642,Pita Bread 32 oz #18,Bakery,6.49,1958,2022-09-16,S018
P2643,Brioche Buns 12 oz #18,Bakery,6.05,1117,2022-02-22,S013
P2644,Tortillas 500 ml #18,Bakery,9.61,321,2023-01-24,S015
P2645,Sourdough Bread 1 lb #19,Bakery,3.79,1679,2020-02-20,S008
P2646,Bagels 2 lb #19,Bakery,5.58,323,2022-09-03,S010
P2647,Croissants 12 oz #19,Bakery,4.66,295,2023-07-14,S018
P2648,Whole Wheat Bread 2 lb #19,Bakery,3.35,611,2022-09-30,S003
P2649,Muffins 1 L #19,Bakery,3.13,1069,2023-06-16,S017
P2650,Pita Bread 1 L #19,Bakery,7.78,576,2023-03-06,S002
P2651,Brioche Buns 1 lb #19,Bakery,8.14,737,2021-05-31,S011
P2652,Tortillas 32 oz #19,Bakery,8.67,1511,2020-03-15,S019
P2653,Sourdough Bread 32 oz #20,Bakery,6.79,1513,2020-01-12,S007
P2654,Bagels 2 lb #20,Bakery,8.04,1123,2022-09-27,S011
P2655,Croissants 32 oz #20,Bakery,9.68,1044,2021-04-27,S016
P2656,Whole Wheat Bread 12 oz #20,Bakery,6.12,971,2020-06-15,S003
P2657,Muffins 16 oz #20,Bakery,5.01,1164,2020-01-28,S004
P2658,Pita Bread 1 L #20,Bakery,3.33,332,2022-06-15,S002
P2659,Brioche Buns 16 oz #20,Bakery,9.08,1382,2022-10-11,S017
P2660,Tortillas 1 lb #20,Bakery,5.90,917,2023-01-25,S001
P2661,Sourdough Bread 32 oz #21,Bakery,4.37,1574,2022-06-10,S009
P2662,Bagels 32 oz #21,Bakery,6.18,1254,2023-06-13,S006
P2663,Croissants 500 ml #21,Bakery,3.13,518,2022-12-07,S020
P2664,Whole Wheat Bread 2 lb #21,Bakery,9.62,1338,2022-01-30,S009
P2665,Muffins 32 oz #21,Bakery,5.78,1998,2021-03-07,S005
P2666,Pita Bread 12 oz #21,Bakery,3.31,750,2022-08-28,S014
P2667,Brioche Buns 12 oz #21,Bakery,3.43,111,2022-08-21,S010
