order_item_id,order_id,product_id,quantity,unit_price,line_total
ORD3066-2,ORD3066,P2567,1,9.92,9.92
ORD3066-3,ORD3066,P177,6,1.24,7.44
ORD3066-4,ORD3066,P2027,1,13.28,13.28
ORD3066-5,ORD3066,P1722,1,2.64,2.64
ORD3066-6,ORD3066,P2093,1,8.17,8.17
ORD3066-7,ORD3066,P4344,2,3.53,7.06
ORD3066-8,ORD3066,P4884,1,8.94,8.94
ORD3066-9,ORD3066,P1654,2,4.33,8.66
ORD3066-10,ORD3066,P4308,2,4.04,8.08
ORD3066-11,ORD3066,P2168,1,4.42,4.42
ORD3066-12,ORD3066,P208,1,5.75,5.75
ORD3066-13,ORD3066,P3698,1,2.35,2.35
ORD3066-14,ORD3066,P007,1,5.16,5.16
ORD3066-15,ORD3066,P1556,1,6.21,6.21
ORD3066-16,ORD3066,P752,4,3.97,15.88
ORD3066-17,ORD3066,P3533,2,3.41,6.82
ORD3066-18,ORD3066,P3206,2,3.11,6.22
ORD3066-19,ORD3066,P1580,4,4.04,16.16
ORD3066-20,ORD3066,P3192,3,2.80,8.40
ORD3066-21,ORD3066,P880,3,3.64,10.92
ORD3067-1,ORD3067,P446,2,4.02,8.04
ORD3067-2,ORD3067,P2612,1,3.98,3.98
ORD3067-3,ORD3067,P828,4,1.89,7.56
ORD3067-4,ORD3067,P4355,2,1.88,3.76
ORD3067-5,ORD3067,P2806,3,3.25,9.75
ORD3067-6,ORD3067,P4954,1,6.59,6.59
ORD3067-7,ORD3067,P3319,1,8.13,8.13
ORD3067-8,ORD3067,P4092,3,4.78,14.34
ORD3067-9,ORD3067,P2717,1,7.98,7.98
ORD3067-10,ORD3067,P2885,1,5.90,5.90
ORD3067-11,ORD3067,P3505,1,7.65,7.65
ORD3068-1,ORD3068,P4896,1,4.35,4.35
ORD3068-2,ORD3068,P4700,1,10.78,10.78
ORD3068-3,ORD3068,P3226,1,11.10,11.10
ORD3068-4,ORD3068,P2897,1,8.63,8.63
ORD3068-5,ORD3068,P1058,1,4.03,4.03
ORD3068-6,ORD3068,P3578,1,8.22,8.22
ORD3068-7,ORD3068,P683,5,0.98,4.90
ORD3068-8,ORD3068,P4987,1,9.51,9.51
ORD3068-9,ORD3068,P557,1,5.37,5.37
ORD3068-10,ORD3068,P4665,1,10.60,10.60
ORD3068-11,ORD3068,P1438,2,3.19,6.38
ORD3068-12,ORD3068,P115,3,0.85,2.55
ORD3068-13,ORD3068,P191,3,3.78,11.34
ORD3068-14,ORD3068,P759,3,2.12,6.36
ORD3068-15,ORD3068,P1459,1,5.37,5.37
ORD3068-16,ORD3068,P2803,1,9.74,9.74
ORD3068-17,ORD3068,P834,3,2.96,8.88
ORD3068-18,ORD3068,P2259,1,13.78,13.78
ORD3068-19,ORD3068,P2745,1,4.41,4.41
ORD3068-20,ORD3068,P3855,1,12.09,12.09
ORD3068-21,ORD3068,P2740,1,9.38,9.38
ORD3069-1,ORD3069,P673,4,0.57,2.28
ORD3069-2,ORD3069,P2745,1,4.41,4.41
ORD3069-3,ORD3069,P874,6,2.24,13.44
ORD3069-4,ORD3069,P2517,2,8.26,16.52
ORD3069-5,ORD3069,P231,5,4.48,22.40
ORD3069-6,ORD3069,P2527,3,5.52,16.56
ORD3069-7,ORD3069,P923,2,4.95,9.90
ORD3069-8,ORD3069,P535,1,1.42,1.42
ORD3070-1,ORD3070,P962,1,5.09,5.09
ORD3070-2,ORD3070,P3394,1,7.19,7.19
ORD3070-3,ORD3070,P776,1,5.33,5.33
ORD3070-4,ORD3070,P2286,1,16.10,16.10
ORD3070-5,ORD3070,P852,4,3.57,14.28
ORD3070-6,ORD3070,P580,1,4.60,4.60
ORD3070-7,ORD3070,P212,2,4.18,8.36
ORD3070-8,ORD3070,P118,1,4.64,4.64
ORD3070-9,ORD3070,P4223,3,3.46,10.38
ORD3070-10,ORD3070,P1924,1,5.10,5.10
ORD3070-11,ORD3070,P2933,1,7.86,7.86
ORD3071-1,ORD3071,P785,5,1.24,6.20
ORD3071-2,ORD3071,P3320,1,3.38,3.38
ORD3071-3,ORD3071,P1088,1,5.97,5.97
ORD3071-4,ORD3071,P4520,1,7.60,7.60
ORD3071-5,ORD3071,P287,2,1.93,3.86
ORD3071-6,ORD3071,P440,4,0.89,3.56
ORD3071-7,ORD3071,P2782,1,7.51,7.51
ORD3072-1,ORD3072,P4310,1,7.44,7.44
ORD3072-2,ORD3072,P2583,3,4.51,13.53
ORD3072-3,ORD3072,P958,4,4.12,16.48
ORD3072-4,ORD3072,P3852,1,11.97,11.97
ORD3072-5,ORD3072,P1547,2,2.49,4.98
ORD3072-6,ORD3072,P807,4,1.31,5.24
ORD3072-7,ORD3072,P4350,3,2.14,6.42
ORD3072-8,ORD3072,P3037,3,1.27,3.81
ORD3072-9,ORD3072,P1706,1,1.49,1.49
ORD3072-10,ORD3072,P3763,2,6.29,12.58
ORD3072-11,ORD3072,P1798,1,2.78,2.78
ORD3073-1,ORD3073,P1378,1,7.15,7.15
ORD3073-2,ORD3073,P1861,2,2.52,5.04
ORD3073-3,ORD3073,P952,5,1.53,7.65
ORD3073-4,ORD3073,P312,1,5.45,5.45
ORD3073-5,ORD3073,P2415,1,9.02,9.02
ORD3073-6,ORD3073,P2621,1,3.77,3.77
ORD3073-7,ORD3073,P500,3,0.78,2.34
ORD3073-8,ORD3073,P3352,1,10.79,10.79
ORD3073-9,ORD3073,P2690,1,8.93,8.93
ORD3073-10,ORD3073,P611,5,1.93,9.65
ORD3073-11,ORD3073,P3905,1,13.48,13.48
ORD3073-12,ORD3073,P394,1,4.68,4.68
ORD3074-1,ORD3074,P2478,1,5.37,5.37
ORD3074-2,ORD3074,P1868,2,2.54,5.08
ORD3074-3,ORD3074,P2309,1,4.83,4.83
ORD3074-4,ORD3074,P4572,2,9.84,19.68
ORD3075-1,ORD3075,P3413,1,7.90,7.90
ORD3075-2,ORD3075,P2641,1,5.01,5.01
ORD3075-3,ORD3075,P3417,1,10.20,10.20
ORD3075-4,ORD3075,P1669,2,3.17,6.34
ORD3075-5,ORD3075,P3962,1,9.88,9.88
ORD3075-6,ORD3075,P486,4,1.10,4.40
ORD3075-7,ORD3075,P3439,2,3.01,6.02
ORD3075-8,ORD3075,P2243,1,9.62,9.62
ORD3075-9,ORD3075,P4938,2,3.68,7.36
ORD3075-10,ORD3075,P1501,1,4.30,4.30
ORD3075-11,ORD3075,P2154,1,18.70,18.70
ORD3076-1,ORD3076,P2167,1,11.37,11.37
ORD3076-2,ORD3076,P3391,1,1.48,1.48
ORD3076-3,ORD3076,P3526,1,8.27,8.27
ORD3076-4,ORD3076,P3563,1,4.21,4.21
ORD3076-5,ORD3076,P1520,1,3.02,3.02
ORD3076-6,ORD3076,P4729,1,6.16,6.16
ORD3076-7,ORD3076,P1770,1,4.47,4.47
ORD3077-1,ORD3077,P1341,1,2.13,2.13
ORD3077-2,ORD3077,P3913,2,12.68,25.36
ORD3077-3,ORD3077,P2171,1,19.28,19.28
ORD3077-4,ORD3077,P4818,1,8.34,8.34
ORD3077-5,ORD3077,P1336,1,4.12,4.12
ORD3077-6,ORD3077,P4226,1,3.95,3.95
ORD3077-7,ORD3077,P622,4,3.25,13.00
ORD3077-8,ORD3077,P4602,2,4.20,8.40
ORD3078-1,ORD3078,P1792,1,4.49,4.49
ORD3078-2,ORD3078,P348,1,4.89,4.89
ORD3078-3,ORD3078,P4736,1,4.50,4.50
ORD3078-4,ORD3078,P2692,1,5.06,5.06
ORD3078-5,ORD3078,P2508,1,8.69,8.69
ORD3078-6,ORD3078,P4847,1,13.00,13.00
ORD3078-7,ORD3078,P3570,1,9.74,9.74
ORD3078-8,ORD3078,P2806,2,3.25,6.50
ORD3078-9,ORD3078,P2678,1,6.84,6.84
ORD3078-10,ORD3078,P3419,1,3.65,3.65
ORD3078-11,ORD3078,P132,5,2.49,12.45
ORD3078-12,ORD3078,P3786,1,14.25,14.25
ORD3078-13,ORD3078,P3689,1,14.40,14.40
ORD3078-14,ORD3078,P4350,2,2.14,4.28
ORD3078-15,ORD3078,P3089,2,2.95,5.90
ORD3078-16,ORD3078,P2728,1,5.80,5.80
ORD3078-17,ORD3078,P4461,1,2.06,2.06
ORD3078-18,ORD3078,P4433,1,3.71,3.71
ORD3078-19,ORD3078,P4406,1,5.81,5.81
ORD3078-20,ORD3078,P3258,1,7.69,7.69
ORD3078-21,ORD3078,P4924,1,5.12,5.12
ORD3078-22,ORD3078,P4215,1,5.64,5.64
ORD3078-23,ORD3078,P4250,1,6.58,6.58
ORD3078-24,ORD3078,P4032,1,7.40,7.40
ORD3079-1,ORD3079,P3002,1,10.44,10.44
ORD3079-2,ORD3079,P2968,2,2.74,5.48
ORD3079-3,ORD3079,P1053,1,4.67,4.67
ORD3079-4,ORD3079,P244,2,2.95,5.90
ORD3079-5,ORD3079,P1247,3,3.18,9.54
ORD3080-1,ORD3080,P3473,2,3.68,7.36
ORD3080-2,ORD3080,P2994,1,4.38,4.38
ORD3080-3,ORD3080,P1803,2,2.64,5.28
ORD3080-4,ORD3080,P1086,3,0.70,2.10
ORD3080-5,ORD3080,P968,5,2.49,12.45
ORD3080-6,ORD3080,P1731,2,2.77,5.54
ORD3081-1,ORD3081,P4393,2,3.13,6.26
ORD3081-2,ORD3081,P408,5,2.99,14.95
ORD3081-3,ORD3081,P3038,2,9.82,19.64
ORD3081-4,ORD3081,P776,3,5.33,15.99
ORD3081-5,ORD3081,P953,2,2.01,4.02
ORD3081-6,ORD3081,P3738,2,12.19,24.38
ORD3081-7,ORD3081,P3407,1,4.51,4.51
ORD3081-8,ORD3081,P373,4,2.03,8.12
ORD3081-9,ORD3081,P4464,1,7.73,7.73
ORD3081-10,ORD3081,P4860,1,8.18,8.18
ORD3081-11,ORD3081,P1103,4,4.56,18.24
ORD3081-12,ORD3081,P034,4,2.00,8.00
ORD3082-1,ORD3082,P3880,2,2.63,5.26
ORD3082-2,ORD3082,P3279,1,11.53,11.53
ORD3082-3,ORD3082,P165,2,2.22,4.44
ORD3082-4,ORD3082,P1645,2,5.39,10.78
ORD3082-5,ORD3082,P008,1,4.42,4.42
ORD3083-1,ORD3083,P150,1,5.33,5.33
ORD3083-2,ORD3083,P804,3,3.13,9.39
ORD3083-3,ORD3083,P4337,1,6.91,6.91
ORD3083-4,ORD3083,P2125,1,7.49,7.49
ORD3083-5,ORD3083,P3799,1,11.20,11.20
ORD3083-6,ORD3083,P394,2,4.68,9.36
ORD3083-7,ORD3083,P171,4,4.47,17.88
ORD3083-8,ORD3083,P3104,1,2.71,2.71
ORD3083-9,ORD3083,P1632,2,1.40,2.80
ORD3083-10,ORD3083,P3957,3,1.54,4.62
ORD3083-11,ORD3083,P3019,1,5.69,5.69
ORD3083-12,ORD3083,P2724,1,6.55,6.55
ORD3084-1,ORD3084,P2635,1,8.90,8.90
ORD3084-2,ORD3084,P3007,1,9.31,9.31
ORD3084-3,ORD3084,P341,1,4.99,4.99
ORD3084-4,ORD3084,P1427,1,1.86,1.86
ORD3084-5,ORD3084,P529,1,4.83,4.83
ORD3084-6,ORD3084,P780,1,4.50,4.50
ORD3084-7,ORD3084,P152,1,5.07,5.07
ORD3085-1,ORD3085,P2697,1,9.97,9.97
ORD3085-2,ORD3085,P2758,3,3.50,10.50
ORD3085-3,ORD3085,P4985,1,4.08,4.08
ORD3085-4,ORD3085,P3480,3,1.99,5.97
ORD3085-5,ORD3085,P4664,1,6.46,6.46
ORD3086-1,ORD3086,P2069,1,10.28,10.28
ORD3086-2,ORD3086,P4434,1,6.45,6.45
ORD3086-3,ORD3086,P963,3,1.61,4.83
ORD3086-4,ORD3086,P4965,1,8.89,8.89
ORD3086-5,ORD3086,P4351,1,5.11,5.11
ORD3086-6,ORD3086,P3787,2,3.61,7.22
ORD3086-7,ORD3086,P4424,1,7.15,7.15
ORD3086-8,ORD3086,P3629,1,7.13,7.13
ORD3086-9,ORD3086,P1982,1,7.00,7.00
ORD3086-10,ORD3086,P3861,2,3.43,6.86
ORD3086-11,ORD3086,P2514,1,8.04,8.04
ORD3086-12,ORD3086,P307,4,0.81,3.24
ORD3086-13,ORD3086,P3040,1,4.04,4.04
ORD3087-1,ORD3087,P1394,3,2.56,7.68
ORD3087-2,ORD3087,P4047,3,1.98,5.94
ORD3087-3,ORD3087,P3948,1,9.55,9.55
ORD3087-4,ORD3087,P2671,1,9.07,9.07
ORD3087-5,ORD3087,P526,5,2.35,11.75
ORD3087-6,ORD3087,P439,6,3.22,19.32
ORD3087-7,ORD3087,P4012,1,6.92,6.92
ORD3087-8,ORD3087,P3971,1,13.05,13.05
ORD3087-9,ORD3087,P1902,1,4.29,4.29
ORD3088-1,ORD3088,P2144,1,15.51,15.51
ORD3088-2,ORD3088,P103,3,3.01,9.03
ORD3088-3,ORD3088,P858,1,4.90,4.90
ORD3088-4,ORD3088,P3274,1,8.83,8.83
ORD3089-1,ORD3089,P984,2,0.54,1.08
ORD3089-2,ORD3089,P1706,3,1.49,4.47
ORD3089-3,ORD3089,P1556,3,6.21,18.63
ORD3089-4,ORD3089,P2107,1,10.11,10.11
ORD3089-5,ORD3089,P3113,1,11.39,11.39
ORD3089-6,ORD3089,P3980,1,12.11,12.11
ORD3089-7,ORD3089,P3485,1,7.83,7.83
ORD3089-8,ORD3089,P3841,1,2.91,2.91
ORD3089-9,ORD3089,P1994,2,7.62,15.24
ORD3089-10,ORD3089,P1520,2,3.02,6.04
ORD3090-1,ORD3090,P999,3,1.34,4.02
ORD3090-2,ORD3090,P2990,1,9.40,9.40
ORD3090-3,ORD3090,P1525,2,1.60,3.20
ORD3090-4,ORD3090,P708,4,1.65,6.60
ORD3090-5,ORD3090,P367,1,4.06,4.06
ORD3090-6,ORD3090,P3107,1,11.56,11.56
ORD3091-1,ORD3091,P1436,2,4.22,8.44
ORD3091-2,ORD3091,P595,4,2.07,8.28
ORD3091-3,ORD3091,P2148,2,5.09,10.18
ORD3091-4,ORD3091,P4907,2,4.51,9.02
ORD3091-5,ORD3091,P2909,3,1.62,4.86
ORD3091-6,ORD3091,P1899,3,5.24,15.72
ORD3091-7,ORD3091,P3664,1,12.99,12.99
ORD3091-8,ORD3091,P3557,1,11.91,11.91
ORD3091-9,ORD3091,P728,3,1.95,5.85
ORD3092-1,ORD3092,P489,5,1.00,5.00
ORD3092-2,ORD3092,P4916,2,4.06,8.12
ORD3092-3,ORD3092,P3538,1,6.72,6.72
ORD3092-4,ORD3092,P368,5,3.34,16.70
ORD3093-1,ORD3093,P4006,1,12.19,12.19
ORD3093-2,ORD3093,P4210,1,7.69,7.69
ORD3093-3,ORD3093,P2864,1,4.91,4.91
ORD3093-4,ORD3093,P1090,3,1.48,4.44
ORD3093-5,ORD3093,P642,4,2.56,10.24
ORD3093-6,ORD3093,P811,6,1.44,8.64
ORD3093-7,ORD3093,P1612,1,5.32,5.32
ORD3093-8,ORD3093,P1350,1,6.12,6.12
ORD3093-9,ORD3093,P3971,1,13.05,13.05
ORD3093-10,ORD3093,P2788,1,9.72,9.72
ORD3093-11,ORD3093,P3291,1,5.35,5.35
ORD3093-12,ORD3093,P4495,1,6.16,6.16
ORD3093-13,ORD3093,P1000,1,4.64,4.64
ORD3093-14,ORD3093,P1030,3,0.60,1.80
ORD3093-15,ORD3093,P2005,1,15.13,15.13
ORD3093-16,ORD3093,P4424,1,7.15,7.15
ORD3093-17,ORD3093,P240,1,5.54,5.54
ORD3093-18,ORD3093,P1666,1,3.95,3.95
ORD3093-19,ORD3093,P800,6,2.92,17.52
ORD3093-20,ORD3093,P142,1,5.18,5.18
ORD3093-21,ORD3093,P3897,1,3.84,3.84
ORD3093-22,ORD3093,P2006,1,9.69,9.69
ORD3094-1,ORD3094,P4143,1,5.54,5.54
ORD3094-2,ORD3094,P714,3,1.30,3.90
ORD3094-3,ORD3094,P1606,1,5.83,5.83
ORD3094-4,ORD3094,P3940,1,8.17,8.17
ORD3094-5,ORD3094,P676,4,2.88,11.52
ORD3094-6,ORD3094,P4266,1,5.57,5.57
ORD3094-7,ORD3094,P2264,1,6.60,6.60
ORD3094-8,ORD3094,P2618,1,5.29,5.29
ORD3094-9,ORD3094,P1402,3,1.20,3.60
ORD3094-10,ORD3094,P232,1,4.31,4.31
ORD3094-11,ORD3094,P2974,1,6.26,6.26
ORD3094-12,ORD3094,P2786,1,5.38,5.38
ORD3094-13,ORD3094,P1030,4,0.60,2.40
ORD3094-14,ORD3094,P1425,2,3.49,6.98
ORD3094-15,ORD3094,P1529,1,7.36,7.36
ORD3095-1,ORD3095,P1367,2,2.39,4.78
ORD3095-2,ORD3095,P1900,1,7.77,7.77
ORD3095-3,ORD3095,P3649,2,4.27,8.54
ORD3095-4,ORD3095,P1712,3,5.53,16.59
ORD3095-5,ORD3095,P4036,1,14.37,14.37
ORD3095-6,ORD3095,P816,1,4.26,4.26
ORD3095-7,ORD3095,P3693,2,3.09,6.18
ORD3095-8,ORD3095,P939,3,2.48,7.44
ORD3095-9,ORD3095,P2619,1,9.30,9.30
ORD3095-10,ORD3095,P1676,1,5.95,5.95
ORD3096-1,ORD3096,P2503,1,7.64,7.64
ORD3096-2,ORD3096,P2575,3,3.22,9.66
ORD3096-3,ORD3096,P4047,2,1.98,3.96
ORD3096-4,ORD3096,P807,3,1.31,3.93
ORD3096-5,ORD3096,P2126,1,8.01,8.01
ORD3096-6,ORD3096,P1489,1,7.04,7.04
ORD3096-7,ORD3096,P3191,3,2.12,6.36
ORD3096-8,ORD3096,P2123,1,4.98,4.98
ORD3096-9,ORD3096,P1160,4,1.13,4.52
ORD3096-10,ORD3096,P669,2,4.23,8.46
ORD3096-11,ORD3096,P337,1,2.49,2.49
ORD3096-12,ORD3096,P1630,2,3.20,6.40
ORD3096-13,ORD3096,P4629,1,8.37,8.37
ORD3096-14,ORD3096,P4123,1,4.72,4.72
ORD3097-1,ORD3097,P282,2,4.77,9.54
ORD3097-2,ORD3097,P1252,2,3.36,6.72
ORD3097-3,ORD3097,P1651,1,1.74,1.74
ORD3097-4,ORD3097,P053,4,1.07,4.28
ORD3097-5,ORD3097,P383,5,3.18,15.90
ORD3097-6,ORD3097,P3171,1,5.00,5.00
ORD3097-7,ORD3097,P4989,1,8.65,8.65
ORD3097-8,ORD3097,P1712,1,5.53,5.53
ORD3097-9,ORD3097,P2721,2,4.12,8.24
ORD3097-10,ORD3097,P3396,2,2.17,4.34
ORD3097-11,ORD3097,P4749,1,5.97,5.97
ORD3097-12,ORD3097,P1095,3,3.39,10.17
ORD3098-1,ORD3098,P3304,2,5.26,10.52
ORD3098-2,ORD3098,P060,3,3.04,9.12
ORD3098-3,ORD3098,P3963,1,12.85,12.85
ORD3098-4,ORD3098,P4902,2,8.60,17.20
ORD3098-5,ORD3098,P1871,2,5.37,10.74
ORD3098-6,ORD3098,P2508,1,8.69,8.69
ORD3098-7,ORD3098,P957,2,4.77,9.54
ORD3098-8,ORD3098,P1907,3,3.63,10.89
ORD3098-9,ORD3098,P3236,2,4.26,8.52
ORD3098-10,ORD3098,P3266,2,9.65,19.30
ORD3098-11,ORD3098,P2449,1,12.79,12.79
ORD3098-12,ORD3098,P3068,2,8.79,17.58
ORD3098-13,ORD3098,P1210,4,1.79,7.16
ORD3098-14,ORD3098,P1728,1,1.89,1.89
ORD3098-15,ORD3098,P4049,2,4.00,8.00
ORD3099-1,ORD3099,P2213,1,5.42,5.42
ORD3099-2,ORD3099,P648,2,1.98,3.96
ORD3099-3,ORD3099,P1640,1,2.50,2.50
ORD3099-4,ORD3099,P1584,3,6.63,19.89
ORD3100-1,ORD3100,P3865,1,12.59,12.59
ORD3100-2,ORD3100,P447,2,0.96,1.92
ORD3100-3,ORD3100,P4933,2,7.11,14.22
ORD3100-4,ORD3100,P4668,1,10.00,10.00
ORD3100-5,ORD3100,P1218,5,2.36,11.80
ORD3100-6,ORD3100,P3476,2,3.80,7.60
ORD3100-7,ORD3100,P1211,2,1.94,3.88
ORD3100-8,ORD3100,P1502,1,7.14,7.14
ORD3100-9,ORD3100,P4949,3,3.56,10.68
ORD3100-10,ORD3100,P315,2,2.15,4.30
ORD3100-11,ORD3100,P983,6,3.78,22.68
ORD3100-12,ORD3100,P4423,2,1.83,3.66
ORD3100-13,ORD3100,P4627,2,4.03,8.06
ORD3100-14,ORD3100,P3184,1,9.39,9.39
ORD3100-15,ORD3100,P785,5,1.24,6.20
ORD3100-16,ORD3100,P2974,2,6.26,12.52
ORD3100-17,ORD3100,P4492,3,6.57,19.71
ORD3101-1,ORD3101,P4071,2,3.87,7.74
ORD3101-2,ORD3101,P941,6,0.58,3.48
ORD3101-3,ORD3101,P1575,2,2.26,4.52
ORD3101-4,ORD3101,P1807,2,5.73,11.46
ORD3101-5,ORD3101,P2814,1,7.04,7.04
ORD3101-6,ORD3101,P251,4,2.56,10.24
ORD3101-7,ORD3101,P1806,2,3.52,7.04
ORD3101-8,ORD3101,P1987,2,3.26,6.52
ORD3101-9,ORD3101,P3459,3,2.05,6.15
ORD3101-10,ORD3101,P054,4,1.34,5.36
ORD3101-11,ORD3101,P4362,2,1.04,2.08
ORD3101-12,ORD3101,P1049,2,1.24,2.48
ORD3101-13,ORD3101,P1521,2,6.99,13.98
ORD3102-1,ORD3102,P4629,1,8.37,8.37
ORD3102-2,ORD3102,P344,1,5.82,5.82
ORD3102-3,ORD3102,P138,6,2.07,12.42
ORD3102-4,ORD3102,P4620,1,11.55,11.55
ORD3102-5,ORD3102,P1311,2,3.69,7.38
ORD3102-6,ORD3102,P692,5,3.51,17.55
ORD3102-7,ORD3102,P1986,1,5.91,5.91
ORD3102-8,ORD3102,P4348,2,2.01,4.02
ORD3102-9,ORD3102,P2784,2,2.31,4.62
ORD3102-10,ORD3102,P3970,1,9.51,9.51
ORD3103-1,ORD3103,P2703,2,2.66,5.32
ORD3103-2,ORD3103,P2321,1,14.60,14.60
ORD3103-3,ORD3103,P4386,1,5.79,5.79
ORD3103-4,ORD3103,P943,2,4.29,8.58
ORD3104-1,ORD3104,P1444,2,6.86,13.72
ORD3104-2,ORD3104,P1055,3,5.38,16.14
ORD3104-3,ORD3104,P3444,1,11.21,11.21
ORD3104-4,ORD3104,P3927,2,2.18,4.36
ORD3104-5,ORD3104,P4217,1,4.85,4.85
ORD3104-6,ORD3104,P3458,1,11.77,11.77
ORD3104-7,ORD3104,P980,5,3.85,19.25
ORD3104-8,ORD3104,P170,4,1.87,7.48
ORD3105-1,ORD3105,P2818,1,6.26,6.26
ORD3105-2,ORD3105,P240,1,5.54,5.54
ORD3105-3,ORD3105,P3174,1,10.90,10.90
ORD3105-4,ORD3105,P491,1,5.83,5.83
ORD3105-5,ORD3105,P2928,1,7.71,7.71
ORD3105-6,ORD3105,P159,5,0.95,4.75
ORD3105-7,ORD3105,P4961,1,6.55,6.55
ORD3105-8,ORD3105,P091,1,5.64,5.64
ORD3105-9,ORD3105,P4142,1,6.48,6.48
ORD3105-10,ORD3105,P113,3,3.50,10.50
ORD3105-11,ORD3105,P1110,1,4.88,4.88
ORD3105-12,ORD3105,P3490,1,8.96,8.96
ORD3105-13,ORD3105,P3921,1,4.20,4.20
ORD3106-1,ORD3106,P4465,1,7.66,7.66
ORD3106-2,ORD3106,P823,4,1.24,4.96
ORD3106-3,ORD3106,P4769,1,11.99,11.99
ORD3106-4,ORD3106,P2161,1,8.44,8.44
ORD3106-5,ORD3106,P1186,4,3.67,14.68
ORD3106-6,ORD3106,P2338,1,4.28,4.28
ORD3106-7,ORD3106,P546,1,5.41,5.41
ORD3106-8,ORD3106,P2722,1,4.79,4.79
ORD3106-9,ORD3106,P448,1,5.86,5.86
ORD3106-10,ORD3106,P2325,1,7.02,7.02
ORD3106-11,ORD3106,P305,3,4.26,12.78
ORD3106-12,ORD3106,P4580,1,5.97,5.97
ORD3106-13,ORD3106,P3067,1,9.75,9.75
ORD3106-14,ORD3106,P4096,1,4.46,4.46
ORD3106-15,ORD3106,P704,4,2.00,8.00
ORD3106-16,ORD3106,P1485,2,2.67,5.34
ORD3106-17,ORD3106,P4601,1,8.53,8.53
ORD3106-18,ORD3106,P2455,1,15.38,15.38
ORD3106-19,ORD3106,P2874,3,4.55,13.65
ORD3106-20,ORD3106,P1739,1,2.38,2.38
ORD3106-21,ORD3106,P1340,1,5.98,5.98
ORD3107-1,ORD3107,P323,4,4.13,16.52
ORD3107-2,ORD3107,P3740,2,2.17,4.34
ORD3107-3,ORD3107,P2011,1,5.09,5.09
ORD3107-4,ORD3107,P938,5,1.17,5.85
ORD3107-5,ORD3107,P127,1,4.50,4.50
ORD3108-1,ORD3108,P3492,2,6.65,13.30
ORD3108-2,ORD3108,P1835,2,3.17,6.34
ORD3108-3,ORD3108,P3067,1,9.75,9.75
ORD3108-4,ORD3108,P451,2,0.82,1.64
ORD3108-5,ORD3108,P4847,2,13.00,26.00
ORD3108-6,ORD3108,P1964,2,6.36,12.72
ORD3108-7,ORD3108,P2935,2,7.43,14.86
ORD3108-8,ORD3108,P1855,1,3.29,3.29
ORD3108-9,ORD3108,P4036,1,14.37,14.37
ORD3108-10,ORD3108,P2561,1,8.37,8.37
ORD3108-11,ORD3108,P514,4,4.70,18.80
ORD3108-12,ORD3108,P4862,1,8.67,8.67
ORD3108-13,ORD3108,P2246,1,18.87,18.87
ORD3109-1,ORD3109,P3440,2,3.70,7.40
ORD3109-2,ORD3109,P1141,3,5.40,16.20
ORD3109-3,ORD3109,P4515,1,10.50,10.50
ORD3109-4,ORD3109,P1965,1,3.64,3.64
ORD3109-5,ORD3109,P4240,1,7.13,7.13
ORD3109-6,ORD3109,P3629,1,7.13,7.13
ORD3109-7,ORD3109,P1503,3,4.54,13.62
ORD3109-8,ORD3109,P2288,1,17.74,17.74
ORD3110-1,ORD3110,P4583,1,5.81,5.81
ORD3110-2,ORD3110,P451,4,0.82,3.28
ORD3110-3,ORD3110,P4449,2,1.62,3.24
ORD3110-4,ORD3110,P1010,2,3.77,7.54
ORD3110-5,ORD3110,P3387,1,4.23,4.23
ORD3110-6,ORD3110,P3760,1,9.39,9.39
ORD3110-7,ORD3110,P4913,1,5.54,5.54
ORD3111-1,ORD3111,P1024,1,5.25,5.25
ORD3111-2,ORD3111,P2750,1,7.65,7.65
ORD3111-3,ORD3111,P4053,1,4.84,4.84
ORD3111-4,ORD3111,P2385,1,11.23,11.23
ORD3111-5,ORD3111,P3721,1,12.69,12.69
ORD3111-6,ORD3111,P1381,1,4.60,4.60
ORD3111-7,ORD3111,P721,1,5.60,5.60
ORD3111-8,ORD3111,P421,2,3.94,7.88
ORD3111-9,ORD3111,P462,1,4.57,4.57
ORD3111-10,ORD3111,P1508,1,5.99,5.99
ORD3111-11,ORD3111,P414,3,2.36,7.08
ORD3111-12,ORD3111,P4018,1,3.80,3.80
ORD3111-13,ORD3111,P194,2,1.31,2.62
ORD3111-14,ORD3111,P4853,1,4.79,4.79
ORD3112-1,ORD3112,P3142,5,3.21,16.05
ORD3112-2,ORD3112,P2510,1,5.07,5.07
ORD3112-3,ORD3112,P2160,1,17.65,17.65
ORD3112-4,ORD3112,P3819,1,8.42,8.42
ORD3112-5,ORD3112,P199,1,5.99,5.99
ORD3112-6,ORD3112,P229,1,5.65,5.65
ORD3112-7,ORD3112,P1131,4,3.68,14.72
ORD3112-8,ORD3112,P4349,1,3.82,3.82
ORD3112-9,ORD3112,P2717,1,7.98,7.98
ORD3112-10,ORD3112,P4602,1,4.20,4.20
ORD3112-11,ORD3112,P4675,1,3.90,3.90
ORD3112-12,ORD3112,P2202,1,14.95,14.95
ORD3112-13,ORD3112,P3253,1,5.30,5.30
ORD3112-14,ORD3112,P2782,1,7.51,7.51
ORD3112-15,ORD3112,P2600,1,9.59,9.59
ORD3112-16,ORD3112,P3028,1,8.32,8.32
